霍乱由于O1群霍乱弧菌霍乱生物型所致	A00.000
肺钱币形损害	R91.x01
肺肿物	R91.x02
肺占位性病变	R91.x03
乳房诊断性影像检查的异常所见	R92.x00
乳房诊断性影像异常	R92.x00x001
颅骨和头诊断性影像检查的异常所见不可归类在他处者	R93.000
颅骨诊断性检查异常	R93.000x001
头部诊断性检查异常	R93.000x002
心脏和冠状循环诊断性影像检查的异常所见	R93.100
心脏异常阴影	R93.100x002
超声心动图异常	R93.101
冠状循环诊断性影像检查异常所见	R93.102
主动脉占位性病变	R93.103
肝和胆道诊断性影像检查的异常所见	R93.200
肝诊断性影像异常	R93.200x001
胆道诊断性影像异常	R93.200x002
肝钙化灶	R93.201
肝回声不均	R93.202
肝占位性病变	R93.203
胆囊占位性病变	R93.204
胆管占位性病变	R93.205
消化道其他部位诊断性影像检查的异常所见	R93.300
消化道诊断性影像异常	R93.300x001
脾占位性病变	R93.300x002
结肠占位性病变	R93.300x003
直肠占位性病变	R93.300x004
胰腺影像检查异常	R93.301
胰腺占位性病变	R93.302
胃占位性病变	R93.303
泌尿器官诊断性影像检查的异常所见	R93.400
膀胱充盈缺损	R93.400x001
肾充盈缺损	R93.400x002
输尿管充盈缺损	R93.400x003
肾超声检查异常	R93.401
肾动脉走行异常	R93.402
肾占位性病变	R93.403
输尿管占位性病变	R93.404
膀胱占位性病变	R93.405
腹部区域诊断性影像检查的异常所见包括腹膜后腔其他的	R93.500
腹部诊断性影像异常	R93.500x001
肾上腺增粗	R93.501
肢体诊断性影像检查的异常所见	R93.600
肢体诊断性影像异常	R93.600x001
肌肉骨骼系统其他部位诊断性影像检查的异常所见	R93.700
诊断性影像检查的异常所见其他特指身体结构的	R93.800
皮肤诊断性影像异常	R93.800x002
皮下组织诊断性影像异常	R93.800x003
宫腔占位	R93.800x006
卵巢占位性病变	R93.800x007
眼占位性病变	R93.800x008
胸腔占位性病变	R93.801
前列腺钙化灶	R93.802
子宫内膜增厚	R93.803
纵隔移位	R93.804
纵隔阴影	R93.805
中枢神经系统功能检查的异常结果	R94.000
中枢神经系统功能检查异常	R94.000x002
脑电图异常	R94.001
周围神经系统和特殊感觉功能检查的异常结果	R94.100
视觉激发电位异常	R94.101
特殊感觉功能检查异常结果	R94.102
神经刺激反应异常	R94.103
肌电图异常	R94.104
眼电图异常	R94.105
视网膜电图异常	R94.106
肺功能检查的异常结果	R94.200
肺换气量减少	R94.200x001
肺功能异常	R94.200x003
通气功能障碍	R94.201
中枢性低通气	R94.202
上气道阻力综合征	R94.203
肺活量减低	R94.204
心血管功能检查的异常结果	R94.300
QT间期延长	R94.300x003
非特异性STT改变	R94.300x007
心血管功能检查异常	R94.300x009
Brugada波样心电图改变	R94.300x010
复极综合征	R94.301
心电图异常	R94.303
RR间期延长	R94.304
心音图异常	R94.305
心电向量图异常	R94.306
心内电生理学检查异常	R94.307
肾功能检查的异常结果	R94.400
肾功能异常	R94.400x001
肾小球滤过率下降	R94.401
血肌酐升高	R94.402
肝功能检查的异常结果	R94.500
肝功能异常	R94.500x001
甲状腺功能检查的异常结果	R94.600
甲状腺功能异常	R94.600x001
内分泌功能检查的异常结果其他的	R94.700
器官和系统的功能检查的异常结果其他的	R94.800
脾功能异常	R94.800x001
基础代谢率异常	R94.801
逼尿肌内减弱	R94.802
膀胱功能检查异常	R94.803
婴儿猝死综合征	R95.x00
瞬间死亡	R96.000
猝死	R96.000x001
死亡发生于症状起始后24小时以内另无解释	R96.100
无疾病体征的死亡	R96.100x001
无人在场的死亡	R98.x00
发现时已死亡	R98.x00x002
其他原因不明确和未特指原因的死亡	R99.x00
原因不明的死亡	R99.x00x002
死亡	R99.x01
头皮浅表损伤	S00.000
头皮血肿机化	S00.000x053
头皮挫伤	S00.001
头皮擦伤	S00.002
头皮异物	S00.003
头皮血肿	S00.004
眼睑和眼周区挫伤	S00.100
眼睑挫伤	S00.100x001
眼睑淤血	S00.100x003
眉弓挫伤	S00.100x006
眼周区挫伤	S00.101
额部血肿	S00.102
眼睑和眼周区其他浅表损伤	S00.200
眶区浅表损伤	S00.201
眼睑血肿	S00.202
鼻浅表损伤	S00.300
鼻部浅表损伤	S00.300x001
鼻部挫伤	S00.300x051
鼻血肿	S00.302
耳浅表损伤	S00.400
耳廓挫伤	S00.400x051
外耳挫伤	S00.400x052
耳廓血肿	S00.400x053
耳郭挫伤	S00.401
耳郭血肿	S00.402
鼓室挫伤	S00.403
鼓膜挫伤	S00.404
唇和口腔浅表损伤	S00.500
唇挫伤	S00.500x051
下颌挫伤	S00.500x052
口腔浅表损伤	S00.501
头部多处浅表损伤	S00.700
头部其他部位的浅表损伤	S00.800
面部浅表损伤伴异物	S00.800x041
颊挫伤	S00.800x053
下颚挫伤	S00.800x054
前额挫伤	S00.800x055
颞部挫伤	S00.800x056
面部软组织挫伤	S00.801
面部擦伤	S00.802
面部挫伤	S00.803
面部浅表异物	S00.804
头部的浅表损伤	S00.900
头部浅表损伤	S00.900x001
头皮开放性伤口	S01.000
眉弓裂伤	S01.000x002
头皮裂伤	S01.001
眼睑和眼周区开放性伤口	S01.100
眶开放性损伤	S01.100x001
创伤致眼睑异物	S01.100x002
眼睑裂伤	S01.101
开放性眼睑异物	S01.102
眶部裂伤	S01.103
鼻开放性伤口	S01.200
鼻表皮开放性损伤	S01.200x011
鼻孔开放性损伤	S01.200x021
鼻中隔开放性损伤	S01.200x031
鼻部开放性损伤伴蝶窦异物	S01.200x091
创伤性鼻部缺损	S01.200x092
耳开放性伤口	S01.300
耳道开放性损伤	S01.300x002
外耳耳翼开放性损伤	S01.300x011
耳廓开放性损伤	S01.300x012
耳屏开放性损伤	S01.300x031
耳咽管开放性损伤	S01.300x051
听小骨开放性损伤	S01.300x061
中耳开放性损伤	S01.300x071
耳蜗开放性损伤	S01.300x081
开放性外耳道损伤	S01.301
开放性耳后损伤伴异物	S01.302
颊和颞下颌区开放性伤口	S01.400
颊开放性损伤	S01.400x011
上颌开放性损伤	S01.400x021
腭部开放性损伤	S01.400x031
颞颌下区开放性损伤	S01.400x032
开放性颞下颌损伤	S01.401
唇和口腔开放性伤口	S01.500
口腔开放性损伤	S01.500x001
唇部开放性损伤	S01.500x011
口腔黏膜开放性损伤	S01.500x021
脸颊内部开放性损伤	S01.500x022
牙龈开放性损伤	S01.500x031
舌开放性损伤	S01.500x041
舌和口底开放性损伤	S01.500x042
上腭开放性损伤	S01.500x051
软腭开放性损伤	S01.500x052
舌裂伤	S01.501
开放性舌部损伤	S01.502
牙龈裂伤	S01.503
开放性唇部损伤	S01.504
软腭穿通伤	S01.505
唇裂伤	S01.506
头部多处开放性伤口	S01.700
头部其他部位的开放性伤口	S01.800
颅脑开放性损伤伴骨折	S01.800x011
颅脑开放性损伤伴脱位	S01.800x021
颅脑开放性损伤伴颅内损伤	S01.800x031
颅脑开放性损伤	S01.800x081
颅内异物	S01.800x082
头骨开放性损伤	S01.800x083
面部异物	S01.800x085
前额开放性损伤	S01.800x086
下颚开放性损伤	S01.800x087
开放性颅内异物	S01.801
面部裂伤	S01.802
开放性面部损伤	S01.803
开放性腮腺管断裂	S01.804
头部的开放性伤口	S01.900
颅骨穹隆骨折	S02.000
颞骨鳞部骨折	S02.000x003
额骨和颞骨鳞部骨折	S02.000x004
额骨和顶骨骨折	S02.000x005
额骨骨折	S02.001
顶骨骨折	S02.002
开放性额骨骨折	S02.011
开放性顶骨骨折	S02.012
颅底骨骨折	S02.100
颅底骨折	S02.100x001
前颅凹骨折	S02.100x002
中颅凹骨折	S02.100x003
后颅凹骨折	S02.100x004
眶顶骨折	S02.100x006
额窦骨折	S02.100x008
蝶骨骨折	S02.100x009
枕骨骨折	S02.101
颞骨骨折	S02.102
筛窦骨折	S02.103
开放性颅底骨骨折	S02.111
开放性枕骨骨折	S02.112
开放性颞骨骨折	S02.113
开放性筛窦骨折	S02.114
鼻骨骨折	S02.200
鼻中隔骨折	S02.200x002
开放性鼻骨骨折	S02.211
眶底骨折	S02.300
眶底粉碎性骨折	S02.300x002
开放性眶底骨折	S02.311
颧骨和上颌骨骨折	S02.400
颧弓骨折	S02.400x001
上颌骨骨折	S02.400x003
上颌窦骨折	S02.400x005
颧骨骨折	S02.401
开放性上颌骨骨折	S02.411
开放性颧骨骨折	S02.412
牙折断	S02.500
创伤性牙折断	S02.500x001
创伤性牙破损	S02.500x002
创伤性牙齿脱落	S02.501
下颌骨骨折	S02.600
髁突骨折	S02.600x011
髁突下部骨折	S02.600x021
下颌骨冠突骨折	S02.600x031
下颌骨支骨折	S02.600x041
颌骨角骨折	S02.600x051
下颌骨纤维软骨体骨折	S02.600x061
下颌骨体骨折	S02.600x081
下颌骨复合骨折	S02.600x091
开放性下颌骨骨折	S02.611
累及颅骨和面骨的多处骨折	S02.700
颅骨多发性骨折	S02.700x001
颅骨和面骨多发性骨折	S02.700x002
面骨多发性骨折	S02.700x003
鼻眶筛骨折	S02.700x004
多发性面骨骨折	S02.701
开放性多发性面骨骨折	S02.711
开放性多发性颅骨骨折	S02.712
颅骨和面骨骨折其他的	S02.800
牙槽部骨折	S02.800x002
上腭骨折	S02.800x003
眶骨骨折	S02.801
牙槽骨骨折	S02.802
腭骨折	S02.803
特指开放性颅骨和面骨骨折	S02.810
开放性眶骨骨折	S02.811
开放性牙槽骨骨折	S02.812
开放性腭骨折	S02.813
颅骨和面骨骨折	S02.900
颅骨骨折	S02.900x002
面骨骨折	S02.901
颅骨凹陷性骨折	S02.902
开放性颅骨骨折	S02.911
开放性面骨骨折	S02.912
颌关节脱位	S03.000
颌软骨脱位	S03.000x001
下颌关节脱位	S03.000x002
颞下颌关节脱位	S03.000x003
鼻中隔软骨脱位	S03.100
牙脱位	S03.200
创伤性牙脱位	S03.200x001
头部其他和未特指部位的脱位	S03.300
头部脱位	S03.301
颌关节扭伤和劳损	S03.400
颞下颌关节损伤	S03.400x001
颞下颌韧带损伤	S03.400x002
头部其他和未特指部位关节和韧带扭伤和劳损	S03.500
头部关节和韧带扭伤和劳损	S03.501
视神经和视路损伤	S04.000
视神经损伤	S04.000x001
视交叉损伤	S04.000x002
视路损伤	S04.000x003
视皮质损伤	S04.000x004
动眼神经损伤	S04.100
滑车神经损伤	S04.200
三叉神经损伤	S04.300
展神经损伤	S04.400
外展神经损伤	S04.400x001
面神经损伤	S04.500
面神经断裂	S04.501
眶下神经损伤	S04.502
听神经损伤	S04.600
副神经损伤	S04.700
脑神经损伤其他的	S04.800
舌下神经损伤	S04.801
嗅神经损伤	S04.802
舌咽神经损伤	S04.803
迷走神经损伤	S04.804
脑神经损伤	S04.900
结合膜损伤和角膜擦伤未提及异物	S05.000
结膜损伤	S05.000x002
角膜擦伤	S05.001
角膜磨损	S05.002
眼球和眶组织挫伤	S05.100
外伤性前房积血	S05.100x002
眼球挫伤	S05.100x004
眼眶挫伤	S05.101
创伤性前房积血	S05.102
晶状体挫伤	S05.103
巩膜挫伤	S05.104
眼撕裂伤和破裂伴有眼内组织脱出或缺失	S05.200
角膜穿通伤伴虹膜嵌顿	S05.201
角膜穿通伤伴虹膜脱垂	S05.202
角膜穿通伤伴晶状体嵌顿	S05.203
角膜穿通伤伴玻璃体嵌顿	S05.204
创伤性虹膜脱垂	S05.205
创伤性虹膜嵌顿	S05.206
创伤性虹膜疝	S05.207
创伤性睫状体脱垂	S05.208
创伤性玻璃体脱垂	S05.209
创伤性玻璃体疝	S05.210
眼撕裂伤不伴有眼内组织脱出或缺失	S05.300
结膜撕裂伤	S05.300x003
眼球破裂伤	S05.300x004
外伤性前房角劈裂	S05.300x005
角膜裂伤	S05.301
角膜全层裂伤	S05.302
虹膜裂伤	S05.303
巩膜裂伤	S05.304
睫状体裂伤	S05.305
眶贯通伤伴有或不伴有异物	S05.400
眶内异物	S05.400x001
眼肌异物	S05.400x002
眶穿通伤	S05.401
眼球贯通伤伴有异物	S05.500
眼内异物	S05.500x001
眼球穿通伤伴磁性异物	S05.500x002
眼球穿通伤伴非磁性异物	S05.500x003
眼球贯通伤不伴有异物	S05.600
眼球穿通伤	S05.600x002
角膜穿通伤	S05.601
虹膜穿通伤	S05.602
晶状体穿通伤	S05.603
巩膜穿通伤	S05.604
视网膜穿通伤	S05.605
眼撕脱伤	S05.700
眼和眶其他损伤	S05.800
外伤性虹膜脱离	S05.800x001
眼外肌断裂	S05.800x007
眼内直肌断裂	S05.800x008
眼外直肌断裂	S05.800x009
眼震荡	S05.801
眼挫伤	S05.802
角膜损伤	S05.803
虹膜损伤	S05.804
晶状体损伤	S05.805
创伤性晶状体脱位	S05.806
巩膜损伤	S05.807
视网膜震荡	S05.808
视网膜损伤	S05.809
泪小管裂伤	S05.810
泪管损伤	S05.811
冲击波性失明	S05.812
眼和眶的损伤	S05.900
眼部开放性损伤	S05.900x003
眼损伤	S05.901
创伤性失明	S05.902
玻璃体损伤	S05.903
脑震荡	S06.000
创伤性大脑水肿	S06.100
创伤性脑水肿	S06.100x001
弥散性脑损伤	S06.200
弥散性大脑损伤	S06.200x001
弥散性小脑损伤	S06.200x002
弥散性大脑损伤伴出血	S06.200x011
弥散性小脑损伤伴出血	S06.200x021
多发性大脑内出血	S06.200x031
多发性大脑血肿	S06.200x032
多发性小脑血肿	S06.200x033
多发性大脑挫裂伤	S06.200x081
多发性小脑挫裂伤	S06.200x082
脑干挫伤	S06.201
脑挫伤	S06.202
大脑撕裂伤	S06.203
创伤性脑疝	S06.204
创伤性脑受压	S06.205
弥漫性轴索损伤	S06.206
开放性脑挫伤	S06.211
局部脑损伤	S06.300
局灶性大脑损伤	S06.300x001
局灶性小脑损伤	S06.300x002
局灶性大脑挫伤伴出血	S06.300x011
局灶性小脑挫伤伴出血	S06.300x021
局灶性大脑挫伤伴血肿	S06.300x031
局灶性大脑挫伤伴大量出血	S06.300x032
局灶性小脑挫伤伴血肿	S06.300x041
局灶性小脑挫伤伴大量出血	S06.300x042
局灶性大脑挫裂伤	S06.300x081
局灶性小脑挫裂伤	S06.300x082
创伤性脑局灶出血	S06.301
创伤性脑血肿	S06.302
开放性局灶性脑损伤	S06.310
硬膜外出血	S06.400
创伤性硬脑膜外血肿	S06.400x001
创伤性硬脑膜外出血	S06.400x002
创伤性闭合性硬膜外血肿	S06.401
开放性硬膜外出血	S06.410
创伤性硬膜下出血	S06.500
创伤性硬脑膜下出血	S06.500x001
创伤性硬脑膜下血肿	S06.500x002
急性创伤性硬脑膜下出血	S06.500x003
急性创伤性硬脑膜下血肿	S06.500x004
亚急性创伤性硬脑膜下出血	S06.500x005
亚急性创伤性硬脑膜下血肿	S06.500x006
慢性创伤性硬脑膜下出血	S06.500x007
慢性创伤性硬脑膜下血肿	S06.500x008
创伤性急性硬膜下出血	S06.501
创伤性慢性硬膜下血肿	S06.502
开放性硬膜下出血	S06.510
创伤性蛛网膜下出血	S06.600
创伤性蛛网膜下腔出血	S06.600x001
创伤性蛛网膜下腔血肿	S06.600x002
开放性蛛网膜下隙出血	S06.610
颅内损伤伴有延长的昏迷	S06.700
闭合性颅脑损伤轻型	S06.700x001
闭合性颅脑损伤中型	S06.700x002
闭合性颅脑损伤重型	S06.700x003
闭合性颅脑损伤特重型	S06.700x004
开放性颅脑损伤轻型	S06.700x005
开放性颅脑损伤中型	S06.700x006
开放性颅脑损伤重型	S06.700x007
开放性颅脑损伤特重型	S06.700x008
开放性颅内损伤伴长时间昏迷	S06.710
颅内损伤其他的	S06.800
创伤性脑内血肿	S06.800x002
创伤性小脑血肿	S06.800x004
创伤性小脑挫伤	S06.800x005
创伤性颅内血肿	S06.800x007
创伤性颅内动脉瘤	S06.800x009
创伤性脑梗塞	S06.800x010
创伤性颅内积气	S06.800x011
创伤性脑积水	S06.800x012
创伤性硬脑膜下积液	S06.800x013
创伤性小脑出血	S06.801
创伤性脑出血	S06.802
创伤性脑干出血	S06.803
创伤性颅内出血	S06.804
创伤性颅内海绵窦损伤	S06.805
开放性脑出血	S06.811
开放性脑干出血	S06.812
开放性小脑出血	S06.813
开放性颅内出血	S06.814
颅内损伤	S06.900
创伤性脑损伤	S06.900x002
脑干损伤	S06.901
开放性颅内损伤	S06.910
开放性脑干损伤	S06.911
开放性颅内海绵窦损伤	S06.912
面部挤压伤	S07.000
颅骨挤压伤	S07.100
头部其他部位的挤压伤	S07.800
头部挤压伤	S07.900
头皮撕脱	S08.000
耳创伤性切断	S08.100
创伤性耳切断	S08.100x001
头部其他部位的创伤性切断	S08.800
创伤性鼻切断	S08.801
头部的创伤性切断	S08.900
头部血管损伤不可归类在他处者	S09.000
头部血管损伤	S09.000x001
头部肌肉和肌腱损伤	S09.100
头部肌肉损伤	S09.100x001
头部肌腱损伤	S09.101
耳鼓膜创伤性破裂	S09.200
外伤性鼓膜穿孔	S09.200x001
头部多处损伤	S09.700
头部其他特指的损伤	S09.800
创伤性乳牙损伤	S09.800x002
创伤性鼻窦积血	S09.800x003
创伤性鼻中隔血肿	S09.801
头部的损伤	S09.900
唇部损伤	S09.900x006
面部损伤	S09.901
眉部损伤	S09.902
鼻损伤	S09.903
耳损伤	S09.904
耳郭损伤	S09.905
舌损伤	S09.906
唾液腺损伤	S09.907
咽喉挫伤	S10.000
喉部挫伤	S10.000x002
咽部挫伤	S10.000x003
喉挫伤	S10.001
声带挫伤	S10.002
颈部食管挫伤	S10.003
气管挫伤	S10.004
咽喉其他和未特指的浅表损伤	S10.100
咽血肿	S10.101
咽喉浅表损伤	S10.102
颈部多处浅表损伤	S10.700
颈部其他部位的浅表损伤	S10.800
会厌浅表损伤	S10.801
颈部的浅表损伤	S10.900
颈部浅表损伤	S10.900x001
颈部浅表损伤伴异物	S10.900x041
颈部挫伤	S10.901
颈部异物	S10.902
颈部开放性伤口累及喉和气管	S11.000
喉部开放性损伤	S11.000x011
气管开放性损伤	S11.000x021
开放性气管损伤	S11.001
开放性喉损伤	S11.002
开放性颈部气管断裂	S11.003
喉气管贯通伤	S11.004
颈部开放性伤口累及甲状腺	S11.100
甲状腺开放性损伤	S11.100x001
颈部开放性伤口累及咽和颈部食管	S11.200
咽部开放性损伤	S11.200x011
颈部食管开放性损伤	S11.200x021
开放性咽部损伤	S11.201
