链球菌感染性菌血症	A49.101	{"dummy_term": ["链球菌", "感染性", "菌血症"]}
缺血性胆管炎	K83.018	{"dummy_term": ["缺血性", "胆管炎"]}
贲门松弛	K21.902	{"1_region_term": ["贲门"], "3_disease_term": ["松弛"]}
外阴恶性肿瘤个人史	Z85.401	{"1_region_term": ["外阴"], "dummy_term": ["恶性肿瘤", "个人", "史"]}
主动脉夹层壁间血肿	I71.005	{"1_region_term": ["主动脉"], "dummy_term": ["夹层", "壁", "间"], "3_disease_term": ["血肿"]}
脑其他特指的疾患	G93.800	{"1_region_term": ["脑"], "dummy_term": ["其他", "特指", "的", "疾患"]}
恢复期,治疗后的	Z54.900	{"dummy_term": ["恢复期", "后", "的"], "2_operation_term": ["治疗"]}
交替性内斜视	H50.002	{"dummy_term": ["交替", "性", "内斜视"]}
主要作用于呼吸系统的其他和未特指制剂中毒	T48.7	{"dummy_term": ["主要", "作用", "于", "呼吸系统", "的", "其他", "和", "未", "特指", "制剂", "中毒"]}
脊柱骨疣	M89.815	{"1_region_term": ["脊柱", "骨"], "dummy_term": ["疣"]}
未特指的新生儿吸入综合征	P24.9	{"dummy_term": ["未", "特指", "的", "新生儿", "吸入", "综合征"]}
膀胱溃疡	N32.806	{"1_region_term": ["膀胱"], "dummy_term": ["溃疡"]}
普通易变型无丙球蛋白血症	D80.102	{"dummy_term": ["普通", "易", "变型", "无", "丙", "球蛋白", "血症"]}
习惯和冲动障碍，其他的	F63.800	{"dummy_term": ["习惯", "和", "冲动", "障碍", ",", "其他", "的"]}
脑脊液激素水平异常	R83.100	{"1_region_term": ["脑脊液"], "dummy_term": ["激素水平", "异常"]}
眶区浅表损伤	S00.201	{"1_region_term": ["眶"], "dummy_term": ["区", "浅表"], "3_disease_term": ["损伤"]}
其他和未特指传染性病因的胃肠炎和结肠炎	A09.0	{"dummy_term": ["其他", "和", "未", "特指", "传染性", "病因", "的", "胃肠炎", "和", "结肠炎"]}
未特指的多毛症	L68.9	{"dummy_term": ["未", "特指", "的", "多毛", "症"]}
慢性女性盆腔炎	N73.101	{"1_region_term": ["女性盆腔"], "dummy_term": ["慢性", "炎"]}
踝关节滑膜囊肿	M71.308	{"1_region_term": ["踝关节", "滑膜"], "3_disease_term": ["囊肿"]}
增生低下性贫血	D61.904	{"dummy_term": ["增生", "低下", "性贫血"]}
暴露于噪声	Z58.0	{"dummy_term": ["暴露", "于", "噪声"]}
胃空肠溃疡慢性,不伴有出血或穿孔	K28.7	{"1_region_term": ["胃"], "dummy_term": ["空", "肠溃疡", "慢性", "不", "伴有", "出", "血", "或"], "3_disease_term": ["穿孔"]}
范德沃德综合征	Q38.002	{"dummy_term": ["范", "德沃德", "综合征"]}
雪崩、山崩和其他地面运动受害者	X36.x00	{"dummy_term": ["雪崩", ",", "山崩", "和", "其他", "地面", "运动", "受害者"]}
其他严重的和有并发症的恶性疟原虫	B50.8	{"dummy_term": ["其他", "严重", "的", "和", "有", "并发症", "的", "恶性", "疟原虫"]}
盐(肾上腺)皮质激素类拮抗剂	Y54.1	{"1_region_term": ["肾上腺"], "dummy_term": ["盐", "(", ")", "皮质激素", "类", "拮抗剂"]}
卟啉和胆红素代谢紊乱	E80	{"dummy_term": ["卟", "啉", "和", "胆红素", "代谢", "紊乱"]}
小脑动脉闭塞和狭窄	I66.300	{"1_region_term": ["小脑", "动脉"], "dummy_term": ["闭塞", "和"], "3_disease_term": ["狭窄"]}
脾坏死	D73.503	{"1_region_term": ["脾"], "dummy_term": ["坏死"]}
腰骶丛疾患	G54.100	{"1_region_term": ["腰骶"], "dummy_term": ["丛", "疾患"]}
原发性呼吸道结核，病理（+）	A15.701	{"dummy_term": ["原发性", "呼吸道", "结核", ",", "病理", "(", "+", ")"]}
开放性手骨折	S62.811	{"dummy_term": ["手骨", "折"], "3_disease_term": ["开放性"]}
后天性脾缺失	D73.002	{"1_region_term": ["脾"], "dummy_term": ["后天性", "缺失"]}
药物性震颤	G25.100	{"dummy_term": ["震颤"], "5_others_term": ["药物性"]}
接触和暴露于其他传染病	Z20.800	{"dummy_term": ["接触", "和", "暴露", "于", "其他", "传染病"]}
未特指的胸腔内器官良性肿瘤	D15.9	{"1_region_term": ["胸腔内"], "dummy_term": ["未", "特指", "的", "器官", "良性肿瘤"]}
未特指的轻型货车或篷车乘员在轻型货车或篷车与两轮或三轮机动车碰撞非交通事故中的损伤	V52.3	{"dummy_term": ["未", "特指", "的", "轻型", "货车", "或", "篷车", "乘员", "在", "轻型", "货车", "或", "篷车", "与", "两轮", "或", "三轮", "机动车", "碰撞", "非", "交通事故", "的"], "5_others_term": ["中"], "3_disease_term": ["损伤"]}
多浆膜炎	K65.805	{"dummy_term": ["多", "浆膜", "炎"]}
其他心音	R01.2	{"dummy_term": ["其他", "心音"]}
2型糖尿病性肾病	E11.201†N08.3*	{"dummy_term": ["2", "型", "糖尿病", "性", "肾病"]}
肌萎缩侧索硬化症(ALS)	G12.201	{"dummy_term": ["肌萎缩", "侧", "索", "硬化症", "(", "ALS", ")"]}
与人工绝经有关的状态	N95.300	{"dummy_term": ["与", "人", "工", "绝经", "有关", "的", "状态"]}
冠状血管扩张剂中毒，不可归类在他处者	T46.300	{"1_region_term": ["冠状血管"], "dummy_term": ["扩张剂", "中毒", ",", "不可", "归类", "在", "他", "处", "者"]}
血中发现可卡因	R78.200	{"dummy_term": ["血", "中发", "现", "可卡因"]}
肺诊断性影像检查的异常所见	R91.x00	{"1_region_term": ["肺"], "dummy_term": ["影像", "的", "异常", "所", "见"], "2_operation_term": ["检查"], "5_others_term": ["诊断性"]}
心功能Ⅰ级	I50.902	{"dummy_term": ["心功能", "Ⅰ", "级"]}
急性播散性脱髓鞘，其他特指的	G36.800	{"dummy_term": ["急性", "播散", "性", "脱髓鞘", ",", "其他", "特指", "的"]}
肩和上臂其他特指的损伤	S49.800	{"1_region_term": ["肩", "上臂"], "dummy_term": ["和", "其他", "特指", "的"], "3_disease_term": ["损伤"]}
附睾炎性包块	N45.904	{"dummy_term": ["附睾炎", "性", "包", "块"]}
肠系膜动脉栓塞伴肠坏死	K55.009	{"1_region_term": ["肠系膜动脉", "肠"], "dummy_term": ["栓塞", "伴", "坏死"]}
用超声波和其他物理学方法对畸形的产前筛查	Z36.300	{"dummy_term": ["用", "超声波", "和", "其他", "物理学", "方法", "对", "的", "筛查"], "5_others_term": ["产前"], "3_disease_term": ["畸形"]}
对人工造口的维护	Z43	{"dummy_term": ["对", "人", "工", "的", "维护"], "5_others_term": ["造口"]}
成人金伯克病	M93.100	{"dummy_term": ["成", "人", "金", "伯", "克", "病"]}
急性糜烂性胃炎	K29.101	{"dummy_term": ["急性", "糜烂性", "胃炎"]}
产科手术伤口的感染	O86.000	{"dummy_term": ["的", "感染"], "2_operation_term": ["手术"], "5_others_term": ["产科"], "3_disease_term": ["伤口"]}
血容量不足性休克	R57.100	{"dummy_term": ["血", "容量", "不足", "性休克"]}
慢性胃空肠溃疡伴有出血和穿孔	K28.600	{"1_region_term": ["胃"], "dummy_term": ["慢性", "空", "肠溃疡", "伴有", "出", "血", "和"], "3_disease_term": ["穿孔"]}
肾出血	N28.806	{"1_region_term": ["肾"], "dummy_term": ["出", "血"]}
药物性皮质醇增多症	E24.200	{"dummy_term": ["皮质醇", "增多", "症"], "5_others_term": ["药物性"]}
心腔和心连接的先天性畸形	Q20.900	{"1_region_term": ["心", "心"], "dummy_term": ["腔", "和", "连接", "的", "先天性"], "3_disease_term": ["畸形"]}
大肠良性肿瘤	D12.603	{"1_region_term": ["大肠"], "dummy_term": ["良性肿瘤"]}
羟磷灰石沉着病	M11.000	{"dummy_term": ["羟磷灰石", "沉着", "病"]}
下肢淋巴结继发恶性肿瘤	C77.401	{"1_region_term": ["下肢", "淋巴结"], "dummy_term": ["继发", "恶性肿瘤"]}
眼和附器部位未特指的烧伤	T26.4	{"1_region_term": ["眼"], "dummy_term": ["和", "附", "器", "部位", "未", "特指", "的", "烧伤"]}
累及上肢多个部位的浅表损伤	T00.200	{"1_region_term": ["上肢"], "dummy_term": ["累及", "多", "个", "部位", "的", "浅表"], "3_disease_term": ["损伤"]}
部位未特指的纵隔恶性肿瘤	C38.3	{"1_region_term": ["纵隔"], "dummy_term": ["部位", "未", "特指", "的", "恶性肿瘤"]}
腰骶神经根疾患,不可归类在他处者	G54.4	{"1_region_term": ["腰", "骶神经根"], "dummy_term": ["疾患", "不可", "归类", "在", "他", "处", "者"]}
引起听力缺陷的未特指的耳先天性畸形	Q16.9	{"1_region_term": ["耳"], "dummy_term": ["引起", "缺陷", "的", "未", "特指", "的", "先天性"], "5_others_term": ["听力"], "3_disease_term": ["畸形"]}
外耳脓肿	H60.000	{"1_region_term": ["外耳"], "3_disease_term": ["脓肿"]}
皮肤癣菌病，其他的	B35.800	{"dummy_term": ["皮肤癣", "菌", "病", ",", "其他", "的"]}
极度不成熟儿	P07.2	{"dummy_term": ["极度", "不", "成熟", "儿"]}
肺的其他疾患	J98.400	{"1_region_term": ["肺"], "dummy_term": ["的", "其他", "疾患"]}
侵蚀性(骨)关节病	M15.400	{"1_region_term": ["骨"], "dummy_term": ["侵蚀性", "(", ")", "关节病"]}
多关节病	M15.9	{"dummy_term": ["多", "关节病"]}
急性脊髓炎	G04.909	{"dummy_term": ["急性", "脊髓炎"]}
胸腔积液	J94.804	{"1_region_term": ["胸腔"], "5_others_term": ["积液"]}
寰枢椎半脱位	S13.102	{"dummy_term": ["寰", "枢", "椎"], "3_disease_term": ["半脱位"]}
母细胞性白血病	C95.001	{"dummy_term": ["母细胞", "性", "白血病"]}
肢端肥大症和垂体性巨人症	E22.000	{"1_region_term": ["垂体"], "dummy_term": ["肢", "端", "肥大症", "和", "性", "巨人症"]}
先天性心包囊肿	Q24.807	{"1_region_term": ["心包"], "dummy_term": ["先天性"], "3_disease_term": ["囊肿"]}
阵发性室上性心动过速	I47.102	{"dummy_term": ["阵发性", "室上性", "心动过速"]}
未特指的移植器官和组织的失败和排斥	T86.9	{"dummy_term": ["未", "特指", "的", "器官", "和", "的", "失败", "和", "排斥"], "2_operation_term": ["移植"], "5_others_term": ["组织"]}
自主神经系统疾患	G90.900	{"dummy_term": ["自主神经", "系统", "疾患"]}
三轮机动车的车辆外人员在三轮机动车与重型运输车或公共汽车碰撞交通事故中的损伤	V34.7	{"dummy_term": ["三轮", "机动车", "的", "车辆", "外", "人员", "在", "三轮", "机动车", "与", "重型", "运输车", "或", "公共汽车", "碰撞", "交通事故", "的"], "5_others_term": ["中"], "3_disease_term": ["损伤"]}
其他男性生殖器官动态未定或动态未知的肿瘤	D40.7	{"dummy_term": ["其他", "生殖器官", "动态", "未定", "或", "动态", "未知", "的", "肿瘤"], "5_others_term": ["男性"]}
阴茎发育不全	Q55.601	{"1_region_term": ["阴茎"], "dummy_term": ["发育不全"]}
耐其他单一特指抗生素的菌株	U89.800	{"dummy_term": ["耐", "其他", "特指", "的", "菌株"], "5_others_term": ["单一", "抗生素"]}
血胸	J94.200	{"1_region_term": ["胸"], "dummy_term": ["血"]}
新生儿休克	P96.804	{"dummy_term": ["新生儿", "休克"]}
斜视，其他特指的	H50.800	{"dummy_term": ["斜视", ",", "其他", "特指", "的"]}
扁平黄色瘤	E78.202	{"dummy_term": ["扁平", "黄色"], "3_disease_term": ["瘤"]}
直肠肿物	K62.903	{"1_region_term": ["直肠"], "dummy_term": ["肿物"]}
筛窦恶性肿瘤	C31.100	{"1_region_term": ["筛窦"], "dummy_term": ["恶性肿瘤"]}
皮肤和皮下组织疾病个人史	Z87.200	{"1_region_term": ["皮肤和皮下组织"], "dummy_term": ["疾病", "个人", "史"]}
衣原体性膀胱炎	A56.001	{"dummy_term": ["衣原体", "性", "膀胱炎"]}
成人肥厚性幽门狭窄	K31.100	{"1_region_term": ["幽门"], "dummy_term": ["成", "人", "肥厚", "性"], "3_disease_term": ["狭窄"]}
急性应激反应	F43.000	{"dummy_term": ["急性", "应激反应"]}
椎-基底动脉供血不足	G45.002	{"1_region_term": ["基底动脉"], "dummy_term": ["椎", "-", "供", "血", "不足"]}
其他的肩损害	M75.8	{"1_region_term": ["肩"], "dummy_term": ["其他", "的", "损害"]}
前列腺出血	N42.102	{"1_region_term": ["前列腺"], "dummy_term": ["出", "血"]}
脾大,不可归类在他处者	R16.1	{"1_region_term": ["脾"], "dummy_term": ["不可", "归类", "在", "他", "处", "者"], "5_others_term": ["大"]}
T-细胞淋巴瘤           	C84.506	{"dummy_term": ["T", "-", "细胞", "淋巴瘤"]}
麦芽工人肺	J67.400	{"1_region_term": ["肺"], "dummy_term": ["麦芽", "工人"]}
药物性酶缺乏性贫血	D59.201	{"dummy_term": ["酶", "缺乏", "性贫血"], "5_others_term": ["药物性"]}
脐带囊肿	O69.802	{"dummy_term": ["脐带"], "3_disease_term": ["囊肿"]}
随后性心肌梗死	I22.900	{"dummy_term": ["随后", "性", "心肌梗死"]}
心尖肥厚型心肌病	I42.201	{"dummy_term": ["心尖", "肥厚型", "心肌病"]}
局限性腹膜炎	K65.901	{"dummy_term": ["腹膜炎"], "5_others_term": ["局限性"]}
酒精中毒性脑病	G31.203	{"dummy_term": ["性", "脑病"], "5_others_term": ["酒精中毒"]}
开放性小腿骨折	S82.910	{"1_region_term": ["小腿"], "3_disease_term": ["开放性", "骨折"]}
创伤性十二指肠破裂	S36.401	{"1_region_term": ["十二指肠"], "dummy_term": ["创伤性"], "3_disease_term": ["破裂"]}
小涎腺恶性肿瘤	C06.901	{"dummy_term": ["涎", "腺", "恶性肿瘤"], "5_others_term": ["小"]}
生殖系统结核	A18.102	{"dummy_term": ["生殖系统", "结核"]}
在腹、下背和骨盆水平的未特指血管的损伤	S35.9	{"1_region_term": ["腹", "骨盆", "血管"], "dummy_term": ["在", ",", "下", "背", "和", "水平", "的", "未", "特指", "的"], "3_disease_term": ["损伤"]}
霍法病	E88.801	{"dummy_term": ["霍", "法", "病"]}
走路不稳	R26.802	{"dummy_term": ["走路", "不", "稳"]}
操作后的感染，不可归类在他处者	T81.400	{"dummy_term": ["后", "的", "感染", ",", "不可", "归类", "在", "他", "处", "者"], "5_others_term": ["操作"]}
脂肪堆积	E88.203	{"1_region_term": ["脂肪"], "dummy_term": ["堆积"]}
继发性帕金森综合征，其他的	G21.800	{"dummy_term": ["继发性", "帕金森", "综合征", ",", "其他", "的"]}
胃泌素分泌异常	E16.400	{"dummy_term": ["胃泌素", "分泌", "异常"]}
暴露于电流下	W87.x00	{"dummy_term": ["暴露", "于", "电流", "下"]}
急性喉气管炎	J04.200	{"dummy_term": ["急性", "喉气管", "炎"]}
人工肛门狭窄	K91.408	{"1_region_term": ["肛门"], "dummy_term": ["人", "工"], "3_disease_term": ["狭窄"]}
角膜穿通伤伴玻璃体嵌顿	S05.204	{"1_region_term": ["角膜", "玻璃体"], "dummy_term": ["穿通", "伤", "伴", "嵌", "顿"]}
用从高处推下进行加害	Y01.x00	{"dummy_term": ["用", "从", "高处", "推", "下", "进行", "加害"]}
眼内透镜的机械性并发症	T85.200	{"1_region_term": ["眼内"], "dummy_term": ["透镜", "的", "机械性", "并发症"]}
其他的新生儿低血糖症	P70.4	{"dummy_term": ["其他", "的", "新生儿", "低血糖症"]}
喉息肉	J38.101	{"1_region_term": ["喉"], "3_disease_term": ["息肉"]}
韦格纳肉芽肿病相关肾小球肾炎	M31.303†N08.5*	{"dummy_term": ["韦格纳", "病", "相关", "肾小球", "肾炎"], "3_disease_term": ["肉芽肿"]}
阴茎血栓形成	N48.813	{"1_region_term": ["阴茎"], "dummy_term": ["形成"], "3_disease_term": ["血栓"]}
独立(原发)多个部位的恶性肿瘤	C97.x00	{"dummy_term": ["独立", "(", "原发", ")", "多", "个", "部位", "的", "恶性肿瘤"]}
1型糖尿病性高渗性昏迷	E10.001	{"dummy_term": ["1", "型", "糖尿病", "性", "高", "渗", "性", "昏迷"]}
其他酶代谢紊乱性贫血	D55.8	{"dummy_term": ["其他", "酶", "代谢", "紊乱", "性贫血"]}
气球菌感染	A49.817	{"dummy_term": ["气", "球菌", "感染"]}
赫伯登结节(伴有关节病)	M15.100	{"dummy_term": ["赫", "伯", "登", "结节", "(", "伴有", "关节病", ")"]}
斑痣性错构瘤病，其他的不可归类在他处者	Q85.800	{"dummy_term": ["斑", "痣", "性", "错构瘤", "病", ",", "其他", "的", "不可", "归类", "在", "他", "处", "者"]}
神经根型腰椎病	M47.204	{"1_region_term": ["神经"], "dummy_term": ["根", "型", "腰椎病"]}
指[趾]端硬化	L94.3	{"1_region_term": ["指", "趾"], "dummy_term": ["[", "]", "端", "硬化"]}
卵巢、输卵管和阔韧带的其他非炎性疾患	N83.800	{"1_region_term": ["卵巢", "输卵管", "阔韧带"], "dummy_term": [",", "和", "的", "其他", "非", "炎", "性", "疾患"]}
其他特指的幼年型骨软骨病	M92.8	{"1_region_term": ["骨"], "dummy_term": ["其他", "特指", "的", "幼年", "型", "软骨病"]}
睾丸继发恶性肿瘤	C79.817	{"1_region_term": ["睾丸"], "dummy_term": ["继发", "恶性肿瘤"]}
藏毛囊肿不伴有脓肿	L05.900	{"1_region_term": ["藏毛"], "dummy_term": ["不", "伴有"], "3_disease_term": ["囊肿", "脓肿"]}
皮肤感觉障碍，其他的	R20.800	{"1_region_term": ["皮肤"], "dummy_term": ["感觉", "障碍", ",", "其他", "的"]}
口腔上皮(包括舌)白斑和其他障碍	K13.200	{"1_region_term": ["口腔", "舌"], "dummy_term": ["上皮", "(", "包括", ")", "白斑", "和", "其他", "障碍"]}
刻板性运动障碍	F98.400	{"dummy_term": ["刻板", "性", "运动障碍"]}
未特指的骑脚踏车人员在脚踏车与其他非机动车辆碰撞非交通事故中的损伤	V16.2	{"dummy_term": ["未", "特指", "的", "骑", "脚踏车", "人员", "在", "脚踏车", "与", "其他", "非机动车", "辆", "碰撞", "非", "交通事故", "的"], "5_others_term": ["中"], "3_disease_term": ["损伤"]}
埃博拉病毒病	A98.400	{"dummy_term": ["埃", "博拉", "病毒", "病"]}
糖(肾上腺)皮质激素类及其合成的类似物的有害效应	Y42.000	{"1_region_term": ["肾上腺"], "dummy_term": ["糖", "(", ")", "皮质激素", "类", "及其", "合成", "的", "类似物", "的", "有害", "效应"]}
2型糖尿病性坏疽	E11.505	{"dummy_term": ["2", "型", "糖尿病", "性", "坏疽"]}
胸壁结缔组织肿瘤	D48.116	{"1_region_term": ["胸壁"], "dummy_term": ["结缔组织", "肿瘤"]}
骨髓增生减低	D75.902	{"1_region_term": ["骨髓"], "dummy_term": ["增生", "减低"]}
带状疱疹后神经痛	G53.0*	{"dummy_term": ["带状疱疹", "后", "神经痛"]}
血管穿刺后血肿	T81.033	{"1_region_term": ["血管"], "dummy_term": ["后"], "2_operation_term": ["穿刺"], "3_disease_term": ["血肿"]}
